Handle,LevDistance,LevMatchCount,IntersectionalityScore,DDNADistance,DDNAGrantsDonated,APUScore,SADScore,GrantOwner,IPsSharedRatio,IPsUsedCount,IPsSharedCount,MetaRank_Loki,MetaRank_Thor
jordimorris,3,0,1,0,1,0,0,0,0,26,0,0.40246009643016206,0.4516815557952287
u-u-z,1,1,3,0,1,0,0,0,0.72,18,13,0.1695234117575312,0.23793268350257424
luluzero,3,0,2,0,1,0,0,0,NA,NA,NA,0.6380172864648496,0.26119906663139403
justinasdz,3,0,4,0,1,0,0,0,0,6,0,0.511878207485627,0.5520865129593076
saharacup,2,0,2,0,2,0.1,1,0,1,1,1,0.36791488716857906,0.4199819566824715
rui55555,2,0,2,0.5,5,0.25,0,0,0,62,0,0.6434578843392464,0.672827509954349
akalius3389,5,0,0,0.25,2,0,1,0,0,1,0,0.5544235350210768,0.591127232521384
rocky2free,3,0,NA,0.17,1,0,0,0,0.6,10,6,0.43751536174246974,0.3483038603203028
pyz0614,3,0,1,0,16,0,1,0,NA,NA,NA,0.646488652176886,0.2689726162132096
frobenius7,4,0,4,0,1,0.11,0,0,0,12,0,0.6100713893668097,0.6421911777673769
innerpeace2021,2,0,3,0.04,17,0,1,0,0.95,21,20,0.3344082703001384,0.3892353974617258
superylc,2,0,2,0.52,12,0.21,0,0,0.33,12,4,0.5808485041127889,0.6153754841510484
anita99956,3,0,2,0,2,0.15,1,0,0,1,0,0.5676129192023167,0.6032301608297213
malorie00,3,0,0,0.23,9,0,1,0,0,1,0,0.5523592864389771,0.5892330233409984
pnili1,2,0,0,0,1,0.11,1,0,NA,NA,NA,0.5384676511734061,0.16984968424194324
jonnyfreesh,3,0,2,0,1,0.1,0,0,0,2,0,0.5592080825403748,0.595517660066611
giolangdu2003,6,0,2,0,1,0.1,0,0,0,4,0,0.6018143950384113,0.6346143410458341
joohwan1,2,0,2,0,1,0,1,0,0,1,0,0.41180742796844305,0.4602589148233315
sureshkokila,5,0,0,0,10,0.13,1,0,0,3,0,0.5703350661686845,0.6057280749950822
palmbobo,3,0,4,0.2,3,0.08,1,0,0,7,0,0.5955846887087266,0.6288977974942852
yundamelisrey,6,0,2,0,1,0.1,1,0,NA,NA,NA,0.695450336988119,0.31390115517931394
schneiderpen,3,0,2,0,2,0.1,1,0,1,1,1,0.41013680959940274,0.45872591115361916
dawksh,2,0,2,0.08,1,0,0,0,0.15,13,2,0.33774396295071124,0.39229631739959164
everland169,4,0,0,0,1,0.07,1,0,NA,NA,NA,0.585841878928217,0.21332153056171696
gillesje,2,0,4,0.31,23,0,0,0,0.2,86,17,0.5135894824963917,0.5536568242404509
duoduoliuping,5,0,4,0.63,18,0.11,0,0,0.23,108,25,0.6968640793026277,0.7218344491700752
sergio2098,3,0,3,0.14,4,0.1,1,0,0,2,0,0.617884856694578,0.6493610223642172
jeneralsaji,4,0,2,0,7,0,1,0,1,1,1,0.4225278451795083,0.47009625363749213
jordi1310,3,0,1,0,1,0,1,0,NA,NA,NA,0.5349157391100261,0.16659035564328498
sharanyasahai,4,0,4,0.06,25,0.08,1,0,0,1,0,0.7640621159564382,0.7834971476635261
region42avtox,1,2,3,0.09,7,0,1,0,NA,NA,NA,0.562344188040664,0.1917594269550884
xiehuangcandou,5,0,4,0.24,12,0,0,1,0.14,28,4,0.6738376358532443,0.700704774695943
koka-create,4,0,3,0.47,31,0.1,0,0,0,3,0,0.8390440514713084,0.8523025579455038
000xiaoyan,3,0,4,0.22,5,0,1,0,1,1,1,0.50385221680339,0.544721651302714
divvelatesting,6,0,2,0.2,2,0.07,1,0,0.5,2,1,0.5273813241868209,0.5663125835181756
sajjadpanah,4,0,2,0,7,0,1,0,1,1,1,0.4225278451795083,0.47009625363749213
kyze9891,3,0,2,0.06,11,0,0,0,0,3,0,0.6137582075595481,0.6455742998039654
szarleej,3,0,2,0.53,11,0.03,1,0,0.25,4,1,0.5418440004657034,0.5795839183845126
agconrad,2,0,3,0.12,2,0,0,0,0,1,0,0.5947789479909151,0.6281584284677425
bogoloyo,2,0,1,0,1,0,1,0,NA,NA,NA,0.49271599302923397,0.12786675077837245
dvoom,1,1,2,0,1,0.1,1,0,1,1,1,0.2475841638684425,0.30956329745019434
jackielove5554,5,0,1,0,1,0.08,1,0,1,1,1,0.4026707717554614,0.45187487705446233
dreamingawake09,2,0,3,0.22,6,0,0,0,NA,NA,NA,0.7614397625652123,0.37445480013295074
skverma47,3,0,2,0.22,10,0.11,0,0,0,27,0,0.6731704973231297,0.7000925907083698
insaneluca,3,0,2,0.08,31,0.11,0,0,0,26,0,0.6829632038912102,0.7090786376616945
king8989ww,3,0,4,0.29,20,0.13,1,0,0.71,28,20,0.5456583326711228,0.5830840506569531
ziyman21,3,0,4,0.09,4,0.07,1,0,0,4,0,0.5884346638527342,0.6223367452839788
antoniagreen0202,7,0,1,0,1,0,1,0,NA,NA,NA,0.6055418698728741,0.23139876410058133
someresat,2,0,3,0.35,13,0.26,0,1,0,3,0,0.843566178848567,0.8564521818169485
0x113838,2,0,2,0,6,0.1,1,0,1,2,2,0.34661819902165336,0.4004395514946786
my010sky,2,0,2,0,2,0.1,1,0,1,1,1,0.36791488716857906,0.4199819566824715
likingning,3,0,1,0.29,26,0,0,0,1,2,2,0.5233969732978265,0.5626564375979325
susanneglenn2222,7,0,1,0,1,0,1,0,NA,NA,NA,0.6055529580478898,0.23140893890369887
baconaetor,4,0,3,0,1,0,0,0,NA,NA,NA,0.7022843488561623,0.3201722255007699
xdoppo,2,0,4,0.21,8,0.26,1,0,0.89,18,16,0.4669581624676364,0.5108666897295537
michellemoon9349,6,0,1,0,1,0,1,0,NA,NA,NA,0.6007055775368358,0.22696085414080572
jakkgood,2,0,1,0,8,0,1,0,NA,NA,NA,0.5657963065289022,0.19492718232568867
enspiration-eth,5,0,2,0.17,2,0.16,1,0,0,3,0,0.6433710269682896,0.6727478073299281
2cccc2,2,0,4,0.14,9,0.11,1,0,1,4,4,0.46008534198703793,0.5045600075971863
spring001,2,0,3,0.07,9,0.1,0,0,0.71,7,5,0.48576185926518667,0.5281214600164154
roxgamble9393,5,0,1,0,1,0,1,0,NA,NA,NA,0.5906079461558221,0.21769500010174803
marcxiivn,3,0,1,0.23,6,0.11,1,0,0,1,0,0.6423804833335489,0.6718388582514262
czeslaw33,4,0,2,0,1,0.08,1,0,1,2,2,0.3533228488478462,0.406591915779763
vickybandera2222,6,0,1,0,1,0,1,0,NA,NA,NA,0.6007388420618831,0.22699137855015838
ltk1205,2,0,2,0.09,14,0.1,1,0,0,1,0,0.632881613403386,0.6631224435807167
zhangzhangjin850,5,0,0,0,2,0,1,0,NA,NA,NA,0.5807487105376471,0.2086479043297179
roselovell2333,6,0,NA,0,1,0,1,0,NA,NA,NA,0.6964039200394739,0.17923085271633327
karenstuart2020,6,0,1,0,1,0,1,0,NA,NA,NA,0.6007721065869304,0.22702190295951108
alizion1,2,0,4,0,2,0.11,1,0,NA,NA,NA,0.6759222127562061,0.2959816310887718
kohuler,2,0,3,0,1,0.15,1,0,NA,NA,NA,0.6408152026271583,0.2637665086180582
essiecolon0999,6,0,1,0,1,0,1,0,NA,NA,NA,0.6008053711119776,0.22705242736886375
bigladbrokes,5,0,2,0,6,0.13,1,0,0,7,0,0.5793756248648628,0.6140239311369325
sdfsegeer3,4,0,3,0.33,5,0.08,1,0,0.4,5,2,0.5343520902133919,0.5727091430780814
guozilialulu,5,0,4,0.41,21,0.11,0,0,0.43,42,18,0.6911204046444669,0.7165639011551793
auxsystem,2,0,2,0,1,0.1,1,0,1,1,1,0.34530609831145576,0.39923553312576737
loufields1111,5,0,1,0,1,0,1,0,NA,NA,NA,0.5906966515559482,0.2177763985266885
tamaunaya,3,0,3,0.45,32,0.26,0,0,0,7,0,0.8196877939521398,0.8345407433032838
anajolsson,1,1,4,0.4,8,0.07,0,0,0.01,155,1,0.4757048845258974,0.5188929135887888
naseerfafoo,4,0,2,0.12,11,0.08,0,0,0.03,94,3,0.5530984981066941,0.5899113435488357
fionghes,3,0,3,0,1,0.15,1,0,NA,NA,NA,0.6830703895830291,0.30254098749855857
apqnoo,2,0,2,0,1,0,1,0,NA,NA,NA,0.5212218429655694,0.15402447379309878
vinlimata,3,0,4,0.1,24,0,1,0,0.67,3,2,0.5023386809137396,0.5433327906771671
oniwyimy,4,0,2,0,1,0.08,1,0,1,1,1,0.410877869296289,0.4594059271619761
meichun920,3,0,0,0,1,0.03,1,0,NA,NA,NA,0.540716702672435,0.17191347347428826
pidan521,3,0,1,0.16,13,0.08,1,0,0,9,0,0.5670936230057455,0.6027536408837155
medaldoge,2,0,4,0.17,13,0,1,0,1,9,9,0.3795888874309992,0.43069432856474227
vardation,3,0,3,0.29,3,0,0,0,0,10,0,0.5977875394785231,0.6309191917136403
happyo2999,3,0,0,0,1,0.03,1,0,NA,NA,NA,0.5407277908474507,0.17192364827740583
frankknewman5,5,0,1,0.33,3,0.11,1,0,NA,NA,NA,0.7972952245078236,0.40735672181409954
jsahagun91,4,0,2,0.25,2,0.18,0,0,0,5,0,0.7024192549855207,0.7269320255319727
yxtan7986,3,0,2,0,13,0,1,0,0,2,0,0.5204031660435728,0.5599092407561914
julesmcro,2,0,3,0,1,0.15,1,0,NA,NA,NA,0.6409039080272843,0.2638479070429987
4seasonfood,4,0,2,0,1,0.1,1,0,1,1,1,0.42301018079269365,0.470538857573106
finalea,2,0,NA,0.07,21,0,0,0,0,3,0,0.668343445132938,0.5601178242201014
lige111,2,0,4,0,8,0,0,0,0.33,54,18,0.3687039956238669,0.42070606350433787
0xrake,1,2,4,0.52,9,0.1,0,0,0.59,22,13,0.4442458839770327,0.49002530134375233
aiqingbo,2,0,1,0.21,8,0.13,1,0,1,1,1,0.48567869795256846,0.5280451489930337
ianshen,2,0,4,0.27,20,0,0,0,0.16,37,6,0.520935398444329,0.5603976313058342
cc-402,2,0,3,0.2,3,0.06,1,0,0.93,42,39,0.3248927681074518,0.38050372058633997
barnettw0ng,3,0,3,0.05,15,0.21,0,0,0.33,3,1,0.6655030242997355,0.6930567143525773
roflmauer,4,0,3,0,2,0.1,0,0,0,3,0,0.6313939499221056,0.6617573241624441
christopherplumbus,5,0,4,0.36,7,0.13,1,0,0.17,6,1,0.6538789208248863,0.6823901290843356
sookbre,3,0,3,0,1,0.16,1,0,NA,NA,NA,0.6870565885011929,0.3061988292193213
cjinghong,2,0,1,0,1,0,0,0,NA,NA,NA,0.567810658323431,0.19677560489204535
michellharriso,3,0,0,0,11,0,1,0,NA,NA,NA,0.5962425870929947,0.22286549588598795
gilliezachary,5,0,0,0,1,0.1,1,0,NA,NA,NA,0.6248445345461333,0.24911140052773312
dellfan,2,0,2,0,1,0.1,1,0,1,1,1,0.34530609831145576,0.39923553312576737
l3anknp,3,0,2,0.05,16,0,1,0,0,2,0,0.5700744940558142,0.6054889671218195
sandeepeth,3,0,2,0,10,0.1,1,0,0,1,0,0.6070554057625246,0.6394236313194006
hgndhnydny,5,0,0,0,10,0,1,0,NA,NA,NA,0.6448272739536921,0.2674480915460952
essdais,2,0,0,0.06,12,0,1,0,NA,NA,NA,0.6014337010295371,0.22762899954552546
hfuwehfka,4,0,0,0,10,0,1,0,NA,NA,NA,0.6247391968834836,0.24901473989811632
leyrsheroe,4,0,0,0,10,0,1,0,NA,NA,NA,0.6247502850584994,0.24902491470123386
tehllama9,3,0,4,0.5,16,0.31,0,1,0.05,22,1,0.8035286268958469,0.8197126635599601
dianemurphyw,5,0,0,0,10,0,1,0,NA,NA,NA,0.6448716266537551,0.26748879075856546
tantanwp,1,1,0,0,41,0.05,1,0,1,2,2,0.23467383209176573,0.2977164350203157
raven50mm,3,0,3,0,1,0.23,1,0,1,1,1,0.4542178493745345,0.4991758409474777
sunlulu19851985,7,0,2,0,15,0.11,1,0,0.67,3,2,0.5320254214892528,0.5705741302239135
joanfken,2,0,0,0.13,17,0,1,0,1,4,4,0.2994823670296812,0.3571864634419324
rockymine35,4,0,1,0.09,7,0.1,0,0,NA,NA,NA,0.8268988037707187,0.4345217503374643
heryford,1,1,4,0.1,6,0.11,1,0,NA,NA,NA,0.6653293095578221,0.2862613025104631
mengmenghehe,2,0,3,0,1,0.18,1,0,NA,NA,NA,0.648113069816694,0.2704632248699321
sdgjuegnjyt,6,0,0,0.21,9,0.05,1,0,NA,NA,NA,0.7667971991269911,0.3793709258392517
carter826,3,0,1,0,1,0.08,1,0,NA,NA,NA,0.5897208921545618,0.21688101585234326
dianewalterty,5,0,0,0,9,0,1,0,NA,NA,NA,0.6380727273399284,0.2612499406469818
anadjue,2,0,0,0,10,0.05,1,0,1,1,1,0.34667179186756286,0.4004887297097468
dx1818,1,1,1,0,5,0,1,0,0,3,0,0.28598805803550803,0.3448037280478623
dethmgts,3,0,0,0.06,11,0,1,0,NA,NA,NA,0.6385033181363735,0.26164506216804706
jackie0515,3,0,4,0,3,0.23,1,0,0.93,28,26,0.3827083606687648,0.4335568398418157
bgzbgfxngfx,6,0,0,0.08,8,0,1,0,NA,NA,NA,0.6882615035195716,0.3073044911580961
yangzhongrem,3,0,2,0,1,0.1,1,0,1,1,1,0.3875280207422794,0.437979487596915
zaitsevwork,4,0,2,0.15,6,0,0,0,0,19,0,0.5932284515178787,0.6267356518318037
sandipm089,3,0,2,0.11,6,0.15,0,0,NA,NA,NA,0.841683037125058,0.4480881544942105
wrightrucet,4,0,0,0,11,0.05,1,0,NA,NA,NA,0.6741037520536224,0.29431296337749197
pck033,3,0,0,0,3,0,1,0,0,1,0,0.4277171110868814,0.47485806149651005
nhgnugmgfm,4,0,0,0.07,9,0,1,0,NA,NA,NA,0.6622042922325486,0.2833937038318309
godswap,2,0,4,0.14,10,0.16,1,0,1,4,4,0.48354792032037436,0.5260898909939427
nmoopecpp,4,0,0,0.06,11,0,1,0,NA,NA,NA,0.6740409190618665,0.2942553061598258
wjh281,2,0,2,0.31,9,0.33,0,0,0.83,24,20,0.508623828118503,0.5491002082443038
tobywilkidfvd,7,0,0,0.21,12,0,1,0,NA,NA,NA,0.7487234738513112,0.3627859967576294
cryptox10x10,3,0,1,0.18,10,0,1,0,NA,NA,NA,0.6914659860991246,0.31024500925907084
marveluwrigh,4,0,0,0.13,17,0,1,0,0.8,5,4,0.3916195573230928,0.4417339899472945
vdsvfdvfdvb,4,0,0,0,10,0,1,0,NA,NA,NA,0.6249276958587514,0.24918771155111483
biboombi,3,0,4,0.12,11,0.1,1,0,0,4,0,0.6655011762705663,0.6930550185520576
sekomasas,3,0,2,0.21,8,0,1,0,NA,NA,NA,0.7132043532175112,0.33019271077104656
sprinllasf,4,0,0,0,10,0.05,1,0,NA,NA,NA,0.6671514663187443,0.28793336182278206
renes300,3,0,3,0.65,16,0.08,1,0,0,1,0,0.7568732824878908,0.7769004836423082
hiroyuki207,2,0,3,0,13,0,1,0,0,12,0,0.4566055030612603,0.5013668152187922
dvfvsc,2,0,0,0,7,0,1,0,NA,NA,NA,0.5268028910568324,0.15914579136227047
atethacne,3,0,0,0,10,0,1,0,NA,NA,NA,0.5894898885084002,0.2166690407873941
egbertbarnar,4,0,0,0.07,10,0,1,0,NA,NA,NA,0.6691695141716116,0.28978517599017795
dgfgbvfsd,4,0,0,0,7,0,1,0,NA,NA,NA,0.6045402380631176,0.23047964021896175
fbdrrsbb,4,0,0,0,10,0,1,0,NA,NA,NA,0.6250053130838618,0.24925893517293773
mcteliu,3,0,0,0.25,10,0.06,1,0,NA,NA,NA,0.7176359271654744,0.33425924041703126
hammondtchery,5,0,0,0,16,0,1,0,0.67,6,4,0.34920359182949345,0.40281197642158956
rudolfalic,3,0,0,0.07,10,0,1,0,NA,NA,NA,0.6337317068212605,0.2572665052264572
lamberckeyt,4,0,0,0.2,9,0.05,1,0,NA,NA,NA,0.7340815387430075,0.34935016924089185
yunzhida,3,0,2,0,1,0.1,1,0,1,1,1,0.3875280207422794,0.437979487596915
guodong4856,4,0,3,0,1,0.16,1,0,NA,NA,NA,0.7229157465021427,0.3391041425015093
wanghaozse,3,0,2,0.04,17,0.15,0,0,NA,NA,NA,0.8834318640885428,0.4863979840323423
christinehoove,4,0,0,0,10,0,1,0,NA,NA,NA,0.6250718421339563,0.2493199839916431
ashok285,2,0,1,0,10,0.1,0,0,NA,NA,NA,0.721235887987256,0.337562659829199
cauchy48,3,0,4,0.29,9,0,1,0,0,8,0,0.5980388714455469,0.631149820584305
ghngfngfny,3,0,0,0.07,10,0,1,0,NA,NA,NA,0.633798235871355,0.25732755404516255
phongtuyet,3,0,0,0.07,33,0.05,1,0,1,3,3,0.39521582208653583,0.44503401775842305
semenovag,3,0,0,0,10,0,1,0,NA,NA,NA,0.5896229466085893,0.21679113842480482
ngoctkha,2,0,0,0.25,2,0,1,0,NA,NA,NA,0.5665225819924342,0.19559363192988882
phi100,1,1,3,0.29,12,0.08,1,0,0,7,0,0.5096439402199524,0.5500362901311193
eeteeils,3,0,0,0,10,0,1,0,NA,NA,NA,0.5896451229586208,0.21681148803103995
vernechristophe,4,0,0,0,10,0,1,0,NA,NA,NA,0.6251383711840508,0.24938103281034846
dddfjiposd,5,0,0,0,11,0,1,0,NA,NA,NA,0.6522896157392948,0.2742957340442129
ethrenogen,4,0,0,0,1,0.23,0.28,0,0.03,80,2,0.377116224402486,0.4284253474695265
louellocsd,4,0,0,0,11,0,1,0,NA,NA,NA,0.6321904504940706,0.2558522075931164
jamieiu,2,0,4,0,1,0.11,1,0,0.3,20,6,0.31958338030407474,0.3756316856935485
blake1721,2,0,0,0.25,3,0,0,0,0,2,0,0.5071472528122384,0.5477452636291488
crypto-kenny,2,0,0,0,1,0.03,1,0,1,2,2,0.1984857248986818,0.2645092692456401
nihaidong,2,0,2,0.29,3,0.11,1,0,1,2,2,0.4226165505796344,0.4701776520624326
kadind,2,0,2,0.1,1,0,0,0,NA,NA,NA,0.6472648244279887,0.2696848524314388
openhugeleaf,5,0,3,0,1,0,0,0,0,3,0,0.5623682124198648,0.5984174789551155
vfbzdfbfdzbfzdb,7,0,0,0,10,0,1,0,NA,NA,NA,0.6602823418964845,0.28163007129145384
panlinhui1234,4,0,3,0,5,0,0,0,0.19,59,11,0.40832389298432686,0.4570623308438982
bhfdgbdsvf,4,0,0,0,7,0,1,0,NA,NA,NA,0.6047398252134012,0.23066278667507784
rhbtfhbfthbdfzb,8,0,0,0,7,0,1,0,NA,NA,NA,0.6423158023126238,0.265143498639968
eighthyk,3,0,0,0.19,11,0,1,0,NA,NA,NA,0.6678296930238747,0.2885557206134728
ioklimoy,3,0,0,0.12,10,0,1,0,NA,NA,NA,0.6466050780145514,0.269079451645944
naihe11,2,0,4,0.42,46,0.1,0,0,0.5,28,14,0.5929641833466699,0.6264931523575019
uuumcscxb,4,0,0,0,12,0,1,0,NA,NA,NA,0.6375312547933256,0.260753071094741
dfjgeurjg,3,0,0,0,11,0,1,0,NA,NA,NA,0.5967969958437824,0.22337423604186593
blacktea2022,3,0,2,0,1,0.1,1,0,1,1,1,0.3875280207422794,0.437979487596915
lawerfx,3,0,2,0.24,13,0,0,0,0,5,0,0.6463389618141733,0.675471262964395
rzmaaym,3,0,0,0.07,10,0,1,0,NA,NA,NA,0.6339645584965913,0.25748017609192597
beichenls,3,0,0,0.14,2,0,1,0,NA,NA,NA,0.5875716342306747,0.21490879984805628
sallysmi,3,0,0,0,9,0,1,0,NA,NA,NA,0.5829349290449201,0.21065403634439672
ucheaaron,3,0,2,0.06,12,0.18,0,0,0.88,17,15,0.5144395759142663,0.5544368924794638
brucekite,2,0,0,0.07,10,0,1,0,NA,NA,NA,0.591775900590815,0.218766746030131
wildmolasses,4,0,3,0.55,6,0.31,0,0,0.14,14,2,0.670840132540652,0.6979541862531626
vegaygayle,4,0,0,0.13,16,0,1,0,1,3,3,0.3871861353459603,0.43766576450079026
ethedericks,3,0,0,0.13,10,0,1,0,NA,NA,NA,0.6492717841058403,0.2715264917957171
yeufnofy,4,0,0,0,12,0,1,0,NA,NA,NA,0.637608872018436,0.2608242947165639
ggjjscvcbb,5,0,0,0.06,14,0,1,0,NA,NA,NA,0.7068785493710232,0.3243879855924788
ghdjnytdnytd,6,0,0,0,9,0,1,0,NA,NA,NA,0.6487025911216983,0.27100418523568237
sedgerjhnde,4,0,0,0,9,0,1,0,NA,NA,NA,0.6184836181454288,0.24327445513929305
wangying13149,3,0,1,0,3,0,1,0,NA,NA,NA,0.5703646346353931,0.19911920121012325
programfirstq,5,0,4,0.47,10,0,0,0,0.33,9,3,0.6249239998004128,0.6558203265433481
heezymd,3,0,4,0.42,6,0.15,0,0,0,3,0,0.7824167416658504,0.8003398384241265
ushuseny,2,0,0,0.24,10,0,1,0,NA,NA,NA,0.628167290992521,0.25216044986196184
danieltay717,3,0,1,0.12,5,0.08,1,0,0,1,0,0.5879430880937024,0.6218856623457669
thegamer7890,4,0,4,0.24,26,0.36,1,0,0.22,9,2,0.6679627511240638,0.6953138248441559
nicholswy,3,0,0,0.03,32,0.05,1,0,1,4,4,0.37690185301884804,0.42822863460925364
tylerkessd,3,0,0,0.07,9,0,1,0,1,1,1,0.38401306926228523,0.4347540750086486
grgfvsv,2,0,0,0,7,0,1,0,NA,NA,NA,0.5272242417074311,0.15953243388073773
jakobcom,3,0,0,0.17,8,0,1,0,NA,NA,NA,0.6434283158725377,0.26616437055276315
tonytoland,3,0,0,0,9,0,1,0,NA,NA,NA,0.5830568989700934,0.2107659591786899
dgvheuru,3,0,0,0,10,0.05,1,0,NA,NA,NA,0.6321350096189918,0.2558013335775286
uriahdaisys,5,0,0,0,9,0,1,0,NA,NA,NA,0.6386714887907791,0.26179938001533004
sdhgkl753483,5,0,2,0,3,0,1,0,NA,NA,NA,0.6543520162922252,0.276188247424079
tyofebrian,3,0,1,0,1,0.11,0,0,0.06,32,2,0.3746232330531105,0.4261377125685951
beauedware,4,0,0,0.06,11,0,1,0,NA,NA,NA,0.6745953278126542,0.2947640463157038
fgdrvdsfwrg,5,0,0,0,7,0,1,0,NA,NA,NA,0.6251161948340193,0.24936068320411334
aewf213,3,0,0,0,3,0,1,0,NA,NA,NA,0.5379853155602208,0.1694070803063294
1hungngo,1,1,3,0,8,0,1,0,NA,NA,NA,0.5260415030390839,0.15844712154819804
rusoskiha,3,0,0,0.13,9,0,1,0,NA,NA,NA,0.6425948547171868,0.26539956451842656
jjhffdfd,3,0,0,0,12,0,1,0,NA,NA,NA,0.6023152109432895,0.22843789639337145
junta,1,1,4,0.12,2,0,0,0,0.1,10,1,0.3553261124673592,0.4084301635430021
paulabowens,4,0,0,0,9,0,1,0,NA,NA,NA,0.6186499407706652,0.24342707718605644
vfsbdfzbrd,3,0,0,0.08,8,0,1,0,NA,NA,NA,0.6232256609938331,0.2476258792725694
natviole,2,0,0,0,11,0,1,0,NA,NA,NA,0.5548633659633684,0.18489482645177482
samburou,3,0,0,0.27,8,0,1,0,NA,NA,NA,0.6628584945584781,0.2839940172157669
runrundream,4,0,3,0,1,0.11,0,0,0,3,0,0.6205552588442056,0.6518114541150295
adelaideboyles,4,0,0,0,10,0,1,0,NA,NA,NA,0.6255597218346495,0.24976767532881572
join332178,4,0,1,0,1,0,1,0,0,1,0,0.46119415948861336,0.5055774879089423
jamirkas,2,0,3,0.17,4,0.16,1,0,0,2,0,0.6093598981366322,0.6415382945673335
noviacumberlan,6,0,0,0.07,10,0,1,0,NA,NA,NA,0.6999872485987318,0.31806434545491546
whisperice,2,0,4,0.06,13,0,0,0,0.64,11,7,0.454872051700464,0.4997761543314137
robinsonwa,3,0,0,0.19,15,0,1,0,0.75,4,3,0.374360812911071,0.4258969088948129
good58,2,0,1,0.2,10,0.13,1,0,NA,NA,NA,0.7398529338387078,0.35464615426358165
reginabyrons,5,0,0,0,11,0,1,0,NA,NA,NA,0.652733142739925,0.2747027261689153
fdgbtfbnbn,4,0,0,0.14,8,0,1,0,NA,NA,NA,0.673791435124012,0.2940263730896807
jakobkollerdsv,6,0,0,0,7,0,1,0,0,1,0,0.5249788862667408,0.5641080428427043
nemt123456,2,0,1,0,1,0,0,0,NA,NA,NA,0.5687420650247543,0.19763028835392035
rashenh,2,0,0,0.07,10,0,1,0,NA,NA,NA,0.5921085458412876,0.21907199012365777
sdyhaej,3,0,0,0,11,0,1,0,NA,NA,NA,0.5971850819693338,0.2237303541509805
cccvbnmwea,5,0,0,0.16,14,0,1,0,NA,NA,NA,0.7301969814291549,0.3457855965487068
nydiachild,4,0,0,0,8,0,1,0,NA,NA,NA,0.6121744465614646,0.2374849921654016
meyshecd,3,0,0,0.07,10,0,1,0,1,1,1,0.3908784976262065,0.44105397393893764
marlostanf,1,1,0,0.5,1,0,0,0,0,1,0,0.4324850263436558,0.4792332268370607
beatricefes,2,0,0,0,11,0,1,0,NA,NA,NA,0.5549964240635574,0.18501692408918555
opheliasaroya,5,0,0,0,10,0,1,0,NA,NA,NA,0.6457919451800628,0.2683332994173229
nfgndgynyd,5,0,0,0,9,0,1,0,NA,NA,NA,0.6389376049911571,0.2620435752901515
cryptonaga,1,1,2,0.5,3,0,0,0,0,4,0,0.4684938747073184,0.5122758999613357
snoliver,2,0,2,0,14,0.25,0.04,0,0,1,0,0.676217897423293,0.7028889657651791
larrybara,2,0,0,0.33,10,0.06,1,0,NA,NA,NA,0.6868514572634015,0.30601059536164643
sgjulktyr,4,0,0,0,10,0.05,1,0,NA,NA,NA,0.6679165503948314,0.2886354232378937
jacquelion11,4,0,0,0.13,16,0,1,0,1,4,4,0.3745955126155711,0.4261122755608012
leoddfs,2,0,2,0.17,3,0,1,0,NA,NA,NA,0.6238281185030224,0.2481787102419568
milesdans,2,0,0,0,11,0,1,0,NA,NA,NA,0.555062953113652,0.1850779729078909
houpekgko,4,0,0,0,10,0,1,0,NA,NA,NA,0.6257482208099172,0.24994064698181423
bsml21ds,4,0,1,0,2,0,1,0,NA,NA,NA,0.5943594453694857,0.22113747515652238
olayiwolaboluwatife,9,0,3,0,9,0,1,0,0.5,2,1,0.5000267964229548,0.5412113442271559
0xfornax,2,0,3,0.25,3,0.07,0,0,0,10,0,0.5979113574328657,0.631032810348453
wilburcraigi,5,0,0,0,9,0,1,0,1,1,1,0.395419105295158,0.4452205558155783
ppdscmju,3,0,0,0.06,12,0,1,0,NA,NA,NA,0.6446979119118417,0.26732938550972374
snyderkennethdg,7,0,0,0,7,0,1,0,NA,NA,NA,0.6404271165016069,0.26341039050894366
laiyazhou,3,0,4,0.23,50,0.11,0,0,0.67,3,2,0.6916526370452232,0.7170522917048222
gdhbsxtgbht,5,0,0,0,10,0,1,0,NA,NA,NA,0.6459028269302203,0.26843504744849855
venusburkes,4,0,0,0,10,0,1,0,NA,NA,NA,0.625803661684996,0.24999152099740204
max2021t,2,0,2,0.59,15,0,0.04,0,0.6,5,3,0.4809939440084122,0.5237462946758646
bravewallets,4,0,1,0,1,0.1,1,0,0,1,0,0.5277213615539708,0.5666246108137808
senyphosh,3,0,0,0.07,10,0,1,0,NA,NA,NA,0.634518967247379,0.25798891624780396
milocattie163,6,0,2,0,5,0,1,0,0.79,14,11,0.32594984079228706,0.38147371848354733
andresavallecl,2,0,4,0.33,5,0.08,1,0,0,2,0,0.628590489672289,0.6591847947742211
constickensf,5,0,0,0.08,8,0.05,1,0,NA,NA,NA,0.7213190492998741,0.33763897085258066
131233,2,0,4,0.17,7,0,0,0,0.67,3,2,0.49388579549339606,0.5355761991005474
ramananvahedifg,7,0,0,0,7,0,1,0,NA,NA,NA,0.6404825573766856,0.26346126452453145
strivetc,2,0,4,0.07,9,0.1,1,0,0.45,40,18,0.40915920216884705,0.45782883267875435
bdtzbtfdb,4,0,0,0,9,0,1,0,NA,NA,NA,0.6189825860211378,0.24373232127958325
